1000_1,237,0,2,0,0,0,0,3,1,1,0,0,15,6,7,0,3,1,0,0,0,1,1,1,0,1,1,0,0,0,0,4,0,2,6,3,0,8,0,0,1,10,0,0,1,5,0,5,0,0,1,3,5,0,0,2,0,0,0,0,0,0,0,0,0,91,8,18,46,124,14,9,54,62,1,8,45,34,54,81,23,2,60,68,100,25,3,26,1,24,0,0,0,0,0
1000_2,144,0,0,0,0,0,0,0,0,0,0,0,14,0,6,0,1,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,6,3,0,1,1,0,2,3,0,1,0,0,1,1,0,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,43,10,19,18,83,10,17,37,64,0,2,25,7,50,44,13,1,36,48,74,17,9,10,2,10,0,0,0,0,0
1000_3,240,0,0,0,0,0,0,0,0,0,0,0,17,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,6,16,14,2,5,1,1,1,6,0,0,0,0,1,1,2,0,2,1,4,0,0,5,0,0,0,0,0,0,0,0,0,96,19,28,54,138,29,14,55,87,2,8,41,27,91,86,20,0,80,78,106,35,17,14,1,19,0,0,0,0,0
1000_4,249,0,0,0,0,0,0,0,4,4,0,0,16,6,12,0,7,3,1,1,0,5,1,1,0,1,2,1,0,0,0,0,0,5,11,12,4,3,2,0,0,2,0,0,1,2,1,4,1,0,1,5,4,0,1,2,0,0,0,0,0,0,0,0,0,102,18,33,42,145,24,24,53,70,0,2,52,40,88,89,38,0,64,81,95,30,9,11,1,18,0,0,0,0,0
1001_1,119,0,0,0,0,0,0,0,1,0,0,0,4,1,27,4,7,4,1,1,0,2,0,0,3,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,6,0,0,0,1,0,1,3,0,2,5,2,0,1,2,0,1,0,0,0,0,0,1,0,66,4,19,20,58,14,8,30,41,0,0,25,18,44,46,13,0,40,26,52,21,5,10,2,15,0,0,0,0,0
1001_2,121,0,0,0,0,0,0,1,0,0,0,0,1,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,0,0,0,0,1,3,0,0,1,0,0,1,4,0,0,7,3,1,2,0,0,0,0,0,0,0,0,0,0,47,4,14,23,68,13,6,32,43,1,5,16,10,36,32,7,0,33,38,57,11,8,10,0,17,0,0,0,0,0
1001_3,167,0,0,0,0,0,0,0,1,1,0,0,10,0,56,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,8,4,2,1,0,0,7,1,0,0,0,1,0,2,0,0,5,4,0,0,2,0,1,0,0,0,0,0,0,0,59,5,21,20,91,10,8,43,48,2,3,28,23,40,42,6,0,45,41,61,23,14,13,1,16,2,0,0,0,0
1001_4,167,0,2,0,0,0,0,0,0,0,0,0,9,1,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,1,1,0,0,0,1,0,7,0,0,0,2,0,2,4,0,1,8,3,0,1,2,0,0,0,0,0,0,0,0,0,76,7,19,33,73,14,20,34,58,1,5,51,13,40,65,18,0,49,39,67,19,13,20,0,9,2,0,0,0,0
1002_1,246,1,0,0,0,0,0,1,1,1,0,0,15,4,11,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,2,0,1,2,0,1,1,12,0,0,1,3,1,1,0,0,0,2,2,1,0,1,0,1,0,0,0,0,0,0,0,88,12,42,49,142,17,14,61,83,2,6,55,26,82,83,16,1,62,52,94,29,10,16,0,34,0,0,0,0,0
1002_2,223,1,10,0,0,0,0,2,5,6,0,0,18,2,3,0,2,2,0,0,0,1,0,1,0,1,2,0,0,0,0,4,0,2,3,0,0,0,1,0,0,8,0,2,0,1,1,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,70,17,36,35,119,21,14,53,69,0,4,40,17,61,88,16,0,58,74,93,29,9,15,1,13,3,0,0,0,0
1002_3,297,0,6,0,0,0,0,0,1,1,0,0,27,0,7,0,0,2,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0,5,4,2,2,0,1,0,1,11,1,0,3,0,1,1,0,0,1,0,2,0,0,0,0,1,0,1,0,1,0,0,0,110,22,44,49,183,25,27,67,107,4,4,62,32,103,122,20,1,113,104,136,39,15,25,2,27,0,0,0,0,0
1002_4,306,1,1,0,0,0,0,0,1,1,0,0,14,0,7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,6,3,0,0,1,0,4,0,2,0,0,0,2,0,0,0,1,0,2,4,0,0,1,0,1,0,1,0,1,0,0,0,91,13,38,38,161,41,23,83,108,2,2,50,48,103,110,24,1,73,95,131,45,8,28,0,27,0,0,0,0,0
